institution;department;workgroup;title;keyword
davi_tavares;davi_tavares;davi_tavares;environmental anthropogenic factors structuring habitat waterbird guilds tropical coastal lagoons   implications management;aquatic birds conservation generalized linear mixed models human induced changes management tropical biology water depth waterfowl wetlands
davi_tavares;davi_tavares;davi_tavares;mortality seabirds migrating  tropical atlantic relation oceanographic processes;elnino  enso  magellanic penguin  mortality  non breeding  primary productivity  seabird  storm 
davi_tavares;davi_tavares;davi_tavares;anthropogenic debris accumulated nests seabirds uninhabited island west africa;caspian tern great cormorant ecological indicator plastic macro nesting material
davi_tavares;davi_tavares;davi_tavares;traits  shared marine megafauna relationships ecosystem functions services;body size  cetacean  dietary preference  fish  seabird  sea turtle
davi_tavares;davi_tavares;davi_tavares;influences conservation action attitudes knowledge fishermen towards sea turtles along southeastern brazil;ethno ecology chelonia mydas caretta caretta local ecological knowledge conservation program incidental captures
davi_tavares;davi_tavares;davi_tavares;incidental capture sea turtles industrial bottom trawl fishery tropical south western atlantic;trawl fisheries bycatch capture per unit effort caretta caretta lepidochelys olivacea turtle excluder device
davi_tavares;davi_tavares;davi_tavares;human induced changes trophic functioning sandy beaches;beach ecosystem macrofauna trophic interactions anthropogenic impact
davi_tavares;davi_tavares;davi_tavares;a year long survey nearctic shorebirds chain coastal lagoons northern rio de janeiro  brazil;abundance  point counts  restingadejurubatiba  stopover  tropical coastal lagoons
davi_tavares;davi_tavares;davi_tavares;nectar volume is positively correlated flower size hummingbird visited flowers brazilian atlantic forest;allometry corolla length nectar sugar concentration phylogenetic generalized least squares phylogenetic signals tropical forests
ZMT;ecology;mangrove_ecology;effects crab burrows sediment characteristics ceriops australis mangrove forest;sesarmid crabs redox potential artificial burrows ecoplates microbial communities
ZMT;ecology;mangrove_ecology;morphometric characteristics alpine salamanders   support subspecies validation conservation;alps   conservation status   dinarides   salamander evolution   salamander morphology   taxonomy
ZMT;ecology;mangrove_ecology;sources particulate organic matter mangrove forests adjacent ecosystems different geomorphic settings;connectivity blue carbon carbon flux seagrass beds tidal flats suspended particulate matter
ZMT;ecology;mangrove_ecology;impact deforestation mangrove tree diversity  biomass community dynamics segara anakan lagoon  java  indonesia   ten year perspective;aboveground biomass deforestation habitat complexity mangrove vegetation reforestation temporal changes
ZMT;ecology;mangrove_ecology;interactive effects temperature nutrients mangrove seedling growth implications establishment;plant climate interactions mangrove seedlings anthropogenic eutrophication mesocosm experiment nitrogen uptake root morphology climate change
ZMT;ecology;reef_systems;herbivorous fish rise as destructive fishing practice falls indonesian marine national park;coral reefs functional tra herbivorous fishes indonesia monitoring muroami fishing zoning
ZMT;ecology;reef_systems;algae sediment dynamics mediated herbivorous fishes nearshore coral reef;herbivory algae sediment anoxia herbivore function lmma
ZMT;ecology;reef_systems;seascapes as drivers herbivore assemblages coral reef ecosystems;coral reefs habitat heterogeneity herbivory productivity seascapes wave exposure
ZMT;ecology;reef_systems;influence predation risk sheltering behaviour coral dwelling damselfish  pomacentrus moluccensis;top down predation risk behaviour damselfish mutualism pomacentrus moluccensis
ZMT;ecology;reef_systems;reefs siege rise  putative drivers  consequences benthic cyanobacterial mats;coral reefs  ecosystem degradation  alternative states  ecological feedbacks  global environmental change  social ecological traps  local management
ZMT;ecology;algae_seagrass_ecology;salicylic acid  derivatives elicit production diterpenes sterols corals algal symbionts   metabolomics approach elicitor sar;corals diterpene production  elicitation metabolomics salicylic acid aspirin  uhplc ms  sterols
ZMT;ecology;algae_seagrass_ecology;livelihood aspects seaweed farming rote island  indonesia;seaweed farming income seaweed farming practices kappaphycus alternative livelihoods indonesia
ZMT;ecology;algae_seagrass_ecology;modeling organic carbon accumulation rates residence times coastal vegetated ecosystems;blue carbon seagrass accumulation rate transit time
ZMT;ecology;algae_seagrass_ecology;different strategies nitrogen acquisition tropical seagrasses nitrogen enrichment ;cymodocea serrulata    thalassia hemprichii    indo pacific   amino acids   enzymatic activity   nitrogen  n  uptake   storage   translocation
ZMT;ecology;algae_seagrass_ecology;multiple stressors benthic harmful algal blooms  bhabs    potential effects temperature rise nutrient enrichment;ostreopsis cf  ovata actinocyclus sp  prorocentrum lima microphytobenthos environmental change mediterranean sea
ZMT;ecology;fish_ecology_evolution;colour pattern as single trait driving speciation hypoplectrus coral reef fishes;coral reef fishes assortative mating population genetics aggressive mimicry speciation colour pattern
ZMT;ecology;fish_ecology_evolution;ecological speciation marine freshwater fishes;adaptive radiation ecology molecular genetics natural selection reproductive isolation sexual selection
ZMT;ecology;fish_ecology_evolution;on spatial scale dispersal coral reef fishes;isolation distance larval dispersal marine mesoamerican barrier reef population genetics spatial genetics
ZMT;ecology;fish_ecology_evolution;estimating dispersal genetic isolation distance coral reef fish  hypoplectrus puella ;barred hamlet connectivity coral reef fishes demography dispersal hypoplectrus puella isolation distance marine pelagic larvae population genetics spatial scale
ZMT;ecology;fish_ecology_evolution;population genetic analyses hypoplectrus coral reef fishes provide evidence that local processes are operating during early stages marine adaptive radiations;coral reef fishes distribution abundance hamlets marine evolutionary radiations population genetics speciation
ZMT;ecology;experimental_aquaculture;operationalizing social ecological systems framework pond aquaculture;sustainability  collective action  interdisciplinary  mixed methods  indonesia  livelihoods  lombok
ZMT;ecology;experimental_aquaculture;isolation characterization bacteria lesion juvenile sea cucumber holothuria scabra  jaeger  1938  symptom skin ulceration disease;pathogen  skin ulceration  vibrio  sea cucumber  beche de mer
ZMT;ecology;experimental_aquaculture;acclimation capability inferred metabolic performance sea cucumber species different latitudes;eurytherms stenotherms holothuria scabra holothuria forskali energy metabolism temperature stress
ZMT;ecology;experimental_aquaculture;metabolic molecular stress responses european seabass  dicentrarchus labrax low high temperature extremes;temperature extreme climate aquaculture mitigation fish physiology metabolic molecular
ZMT;ecology;experimental_aquaculture;extreme ambient temperature effects european seabass  dicentrarchus labrax   growth performance hemato biochemical parameters;temperature extreme aquaculture climate change hematological parameters erythrocytes
ZMT;social_sciences;development_knowledge_sociology;mitigating cetacean bycatch coastal ecuador   governance challenges small scale fisheries;marine mammals dolphins humpback whale bycatch small scale fisheries fisheries governance ecuador
ZMT;social_sciences;development_knowledge_sociology;social learning smallholder agriculture   struggle systemic inequalities;social learning dado debo informal institution systemic inequalities
ZMT;social_sciences;development_knowledge_sociology;negotiating coastal infrastructures   evolutionary governance theory  egt  approach chinese high modernist development   indian ocean;maritime silk road initiative port development coastal governance chinese modernisation sri lanka hambantota
ZMT;social_sciences;development_knowledge_sociology; multi dimensionality space analytical framework empirical investigation production place;pakistan  mobility  translocality  positionality  territory  networks
ZMT;social_sciences;development_knowledge_sociology;bridging science development   lessons learnt decades development research;development research interdisciplinary transdisciplinary international partnership capacity building
ZMT;social_sciences;institutional_behavioral_economics;operationalizing social ecological systems framework pond aquaculture;sustainability  collective action  interdisciplinary  mixed methods  indonesia  livelihoods  lombok
ZMT;social_sciences;institutional_behavioral_economics;distributional preferences donation behavior  marine resource users wakatobi  indonesia;distributional preferences donations conservation field experiment
ZMT;social_sciences;institutional_behavioral_economics;fish cash   analyzing role women fisheries western region ghana;women's contribution western region ghana fisheries fisheries management
ZMT;social_sciences;institutional_behavioral_economics;resource changes   exogenous endogenous  gradual abrupt  experimental evidence;tragedy  commons  resources  changes  disasters  cooperation
ZMT;social_sciences;institutional_behavioral_economics;governance coastal condition   towards new modes observation  adaptation integration;coastal governance adaptation observation policy integration evolutionary governance theory
ZMT;social_sciences;social_ecological_systems_analysis;modifications natural resource use response perceptions changing weather conditions takuu atoll  papua new guinea;takuu atoll  local environmental perceptions  food security  fishing practices  environmental change
ZMT;social_sciences;social_ecological_systems_analysis;livelihood aspects seaweed farming rote island  indonesia;seaweed farming income seaweed farming practices kappaphycus alternative livelihoods indonesia
ZMT;social_sciences;social_ecological_systems_analysis;fish cash   analyzing role women fisheries western region ghana;women's contribution western region ghana fisheries fisheries management
ZMT;social_sciences;social_ecological_systems_analysis;introduction research project socpacific   sea connections   interdisciplinary  multi level multi stakeholder study south pacific fisheries;small scale fisheries   conservation policies   marine governance   pacific studies   interdisciplinary
ZMT;social_sciences;social_ecological_systems_analysis;mangroves fishers struggle adaptive comanagement applying social ecological systems framework marine extractive reserve resex brazil;adaptive comanagement  coastal  collaborative governance  collective action  conservation  crabs  marine protected area  small scale fisheries  social ecological system
ZMT;social_sciences;deliberation__valuation_sustainability;managing river fish biodiversity generates substantial economic benefit european countries;choice experiment economic values river basin management plan river fish conservation native biodiversity hydropower dams
ZMT;social_sciences;deliberation__valuation_sustainability;connecting trophic model local ecological knowledge improve fisheries management   case gulf nicoya  costa rica;small scale fisheries  ecosystem based approach fisheries management  ecopath ecosim  trophic model  local ecological knowledge  connecting knowledge systems  gulf nicoya  sciencepolicy interface tools
ZMT;social_sciences;deliberation__valuation_sustainability;public perception river fish biodiversity four european countries;attitudes biodiversity loss communications conservation planning environmental threats freshwater ecosystems public opinion species introduction
ZMT;social_sciences;deliberation__valuation_sustainability;transforming social ecological systems framework into knowledge exchange deliberation tool comanagement;collaboration  comanagement  environmental governance  facilitation  sustainability  transformation
ZMT;social_sciences;deliberation__valuation_sustainability;analyzing potential effects migration coastal resource conservation southeastern ghana;migration environment common pool resource experiment environmental attitudes fishing
ZMT;theoretical_ecology_modelling;ressource_management;assessing exploitation status main fisheries resources ghanas reservoirs based reconstructed catches length based bootstrapping stock assessment method;bfsa  ghana  length based indicators  reservoirs  stock assessment  tropfishr
ZMT;theoretical_ecology_modelling;ressource_management;spatial distribution size structure squat lobster agononida longipes    crustacea   decapoda   galatheoidea   munididae  colombian caribbean;agononida longipes   squat lobster   deep sea crustacean   biomass   colombia
ZMT;theoretical_ecology_modelling;ressource_management;impacts climate variability change fishery based livelihoods;fisheries live lihoods climate change climate variability adaptation
ZMT;theoretical_ecology_modelling;ressource_management;role science conservation personal reflection;conservation  management  galapagos  divergent problems  science
ZMT;theoretical_ecology_modelling;ressource_management;understanding gear choices identifying leverage points sustainable tropical small scale marine fisheries;behavioural drivers food security coastal social ecological systems colombian pacific tropical eastern pacific socio economic drivers
ZMT;theoretical_ecology_modelling;systems_ecology;environmental factors related group size habitat use guiana dolphins saomarcos bay amazon coast;amazon coast brazil environmental change group size guiana dolphin sotalia guianensis
ZMT;theoretical_ecology_modelling;systems_ecology;coral calcification  mucus  origin skeletal organic molecules;coral calcification skeletal organic matrix biomineralization
ZMT;theoretical_ecology_modelling;systems_ecology;extraction behaviour income inequalities resulting common pool resource exploitation;cpr  cooperative dependency ratio  distributional preferences  continuous time  renewable resource  artisanal fishery
ZMT;theoretical_ecology_modelling;systems_ecology;phytoplankton size diversity ecosystem function relationships  oceanic regions;environmentally mediated trade off macroecology latitudinal gradient functional biogeography biodiversity ecosystem function relationship trait based ecology
ZMT;theoretical_ecology_modelling;systems_ecology;multiple negative carbon isotope excursions during carnian pluvial episode  late triassic ;carnian pluvial episode late triassic carbon isotopes climate change extinction
ZMT;theoretical_ecology_modelling;spatial_ecology_interactions;sponges zanzibar host diverse prokaryotic communities potential natural product synthesis;western indian ocean  bacteria  stamp  symbiosis  chemical defence  illumina sequencing
ZMT;theoretical_ecology_modelling;spatial_ecology_interactions;participatory boat tracking reveals spatial fishing patterns indonesian artisanal fishery;artisanal fisheries  coral reef fisheries  gps tracking  indonesia  participatory data collection
ZMT;theoretical_ecology_modelling;spatial_ecology_interactions;livelihood aspects seaweed farming rote island  indonesia;seaweed farming income seaweed farming practices kappaphycus alternative livelihoods indonesia
ZMT;theoretical_ecology_modelling;spatial_ecology_interactions;do differences mating behaviour lead differences connectivity patterns reef fishes? insights sympatric surgeonfish species indian ocean;mating behaviour habitat preference genetic diversity demographic expansion acanthurus triostegus acanthurus leucosternon
ZMT;theoretical_ecology_modelling;spatial_ecology_interactions;modelling mangrove annual leaf litterfall emphasis role vegetation structure;basal area ecological succession leaf litter nutrient cycling partial least squares regression
